Figure 3,,,,,,,,
Quarter-to-Quarter Percent Change in Real Gross Domestic Product: 2007–2008,,,,,,,,
"(Percent)
",,,,,,,,
 , 2007-I , 2007-II , 2007-III , 2007-IV , 2008-I , 2008-II , 2008-III , 2008-IV 
Gross domestic product,0.1,4.8,4.8,-0.2,0.9,2.8,-0.5,-6.2
Merchandise exports,2.1,6.9,21.8,5.1,4.5,16.3,3.7,-33.6
Merchandise imports,8.4,-4,2.4,-2.6,-2,-7.1,-4.7,-19.4
NOTE: Real GDP growth is measured at seasonally adjusted annual rates based on chained 2000 dollars.,,,,,,,,
"SOURCE: U.S. Department of Transportation, Research and Innovative Technology Administration, Bureau of Transportation Statistics, based on data from U.S. Department of Commerce, Bureau of Economic Analysis, National Economic Accounts, National Incomes and Products Account, www.bea.gov/national/nipaweb/index.asp, as of March 14, 2009.",,,,,,,,
